name,price,condition,brand,model,memory_GB,title,info,link
EVGA NVIDIA GeForce RTX 2080 Ti 11 GB,429.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 2080 Ti,11.0,EVGA NVIDIA GeForce RTX 2080 Ti XC Ultra 11GB GDDR6 Graphics Card,Pre-Owned · EVGA · NVIDIA GeForce RTX 2080 Ti · 11 GB,https://www.ebay.com/itm/225346622880?epid=22027052110&hash=item3477b495a0%3Ag%3Af2IAAOSwQTZjv3YV&amdata=enc%3AAQAIAAAA4HAyVWl6NvgMBEWmfaPANTkhkjBrbZbJObhYwDbd04h2FO1djCxHEe%2B%2FcHQqDSJp8UbAJMVJKU3QOrlYTs4GseE5k9CD3T%2BXwQyPAInt6NOoQPlpeqz%2FRfzdPSQIZjmcGZmAzr9D5zPWjOswo6SoXdXFq6OgvlLlpfvM2OGLQBaHvPcKAwJPrazykdpb7LLUtE2p9g8mkNEZYJAY5jrkJUhEHIbUtsIC91ozF1ZaJaWZTXikFPH5WVK2FvqHlzMDJlM%2BTiXIjYQp1jgdSegUvNmzXcqyxcdxK%2FCtkZ9BN5E9%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,209.99,Pre-Owned,EVGA,NVIDIA GeForce GTX 1080 Ti,11.0,EVGA GeForce GTX 1080 Ti SC2 Gaming 11GB GDDR5X Graphics Card (11G-P4-6593-KR),Pre-Owned · EVGA · NVIDIA GeForce GTX 1080 Ti · 11 GB,https://www.ebay.com/itm/394540720341?epid=6018267604&hash=item5bdc75a0d5%3Ag%3AeJEAAOSwbWtkJmNX&amdata=enc%3AAQAIAAAAwIRSOwhiZ2MswKsdJra6N2iIuCk%2ByDUe5PkRC%2BE4GS3GmuqB4Ci8YaheujHVhC0KQtDvZR7wpsbninEgnjTSiXKkh8Kp32Bsb769%2BnGZTs8Y02pgSKedGtpEJrcsFmRTIajlcJqdtYSE69D6YimpI5EfyFM5hfg6VevqTCm49yK7aAIqX84TwopXiB%2FUzUQqx8uFSNdmaNEnB7T95W3CYFxXNKy8W1G6bQYcAuuXBWS2JQZdrlQC3LOF3jMVAjNQTg%3D%3D%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,185.99,Pre-Owned,EVGA,NVIDIA GeForce GTX 1080 Ti,11.0,EVGA GeForce GTX 1080 Ti FTW3 Gaming 11GB GDDR5X Graphics Card,Pre-Owned · EVGA · NVIDIA GeForce GTX 1080 Ti · 11GB,https://www.ebay.com/itm/334894217701?epid=5032174213&hash=item4df94039e5%3Ag%3ALQMAAOSwDiBkd9ma&amdata=enc%3AAQAIAAAA4AVTb11j4qOMfyOsvts3Ev1563qcBJg3DyPE5SCLHtey%2BXmdQwuHrSa%2FVKXsO37ax%2BcGCHEU%2F%2FDr8jI1vWlajlZunSQyZXYSOz%2Fkxg8E9%2BaaaINhbrLb2oDrsW2YrDfaDw63LrVKLAaoDYtln%2Fkzp5fSxthhQ4IksYoRnx7qy3Gtxo3HNWMlIUl%2BowN1jDT50bgF0rQiQKPBBhyygUiLD8mxv5N7ynB%2FeMpkk8EpSXVv5ikZ4cMF2KtmThyOhsHDohdgazrTqmYRUhQmHfLiZfi7%2FkilUQXQpXzPeA3%2B14aq%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce GTX 1080 8 GB,275.0,Brand New,EVGA,NVIDIA GeForce GTX 1080,8.0,"EVGA GeForce GTX 1080, 8GB GDDR5X, Graphics Card (08G-P4-6183-KR)",Brand New · EVGA · NVIDIA GeForce GTX 1080 · 8GB,https://www.ebay.com/itm/404314567365?epid=26021689585&hash=item5e2306b2c5%3Ag%3A%7EH4AAOSwaI9kdyhq&amdata=enc%3AAQAIAAAAwF9CoumHgO0Ju3JKarmfn0fjzeRO251aDSyNd7CyYS8FxWs0BHNAZd%2BdNd9AxJSI1GGPY%2B539EVAylZMtzvBUVn4iHbod36hlfDHt25E0nCFihoEonHRwWGRVX4rZYstQnzqsLdjlYnsNwwoEO0eUkXfwMuxMY6UK%2FAAq6Xb9BS6MzdKAxfYeA15cGuRfijwdTax33lmZPuwdUpXqgTLydGTrmBebNOCA7t4zZ5Up78HgT7wYh%2FMj1SXHpi7htnnZw%3D%3D%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce RTX 3070 Ti 8 GB,335.0,Pre-Owned,GIGABYTE,NVIDIA GeForce RTX 3070 Ti,8.0,GIGABYTE GeForce RTX 3070 Ti EAGLE 8GB GDDR6X Graphics Card,Pre-Owned · GIGABYTE · NVIDIA GeForce RTX 3070 Ti · 8 GB,https://www.ebay.com/itm/266280558765?epid=12047394952&hash=item3dff8ee0ad%3Ag%3AWOsAAOSwRPpkeKHn&amdata=enc%3AAQAIAAAA4DXPqqw3Ale3lN5sGXRac1xe8nAvNe91hyymJhvA0gQNDMa%2Fv7vteYe0UslLNHVrdsFv83%2FNuHF2H2Daa%2FZyhoLu2fN1cj6938MREqBwfAq%2FoDtgCKezMvPCYlNrPMzS388eriofrDfr%2B%2F2Sq7InNttjTOz5tgfs0nFClyQx8PCfkKc8i0a90lJGADtoTLLfLx5cgr3dbnqy%2F6A5NsiMQBBeEPDBegWi%2BUcIHVMQareW7AtzW3t5ZsaDrbhQuMP4yJr1bIrY%2BHpgtvFJ4eeghqjsJVOLJM6amPcGq9DTvrJv%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,211.0,Pre-Owned,EVGA,NVIDIA GeForce GTX 1080 Ti,11.0,EVGA GeForce GTX 1080 Ti SC2 Gaming 11GB GDDR5X Graphics Card (11G-P4-6593-KR),Pre-Owned · EVGA · NVIDIA GeForce GTX 1080 Ti · 11 GB,https://www.ebay.com/itm/275878501487?epid=6018267604&hash=item403ba3dc6f%3Ag%3ACnMAAOSw07Vkdo3g&amdata=enc%3AAQAIAAAA4JfQf8D12%2F9C5RPMYG7SEsbiNJhEIzG%2BG6rmpuu6%2BYKIl9yA58EJO2fGRnojwsNghBOV2uZtj7QwD2hJf3XEG%2FUV5zNsKarpyKJfjSa5Z%2BKBssyxqXR12Qf8YxMvAMmSprehC3Wxasd1NerBXk1qEGfQBYaCs22ZBjFxnly99yvMi1nwCg8olHACnX35LxmylimbE8P0avSpApf402nCSeqAM6GHXAd95ywLNo1Im%2FWc5aTZifBIQQZbpAUD5gxdYuDdc2x%2FeaBVXKhNbvYWZq4dTA8RP51bXzpW3XMLPVSA%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 2080 8 GB,225.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 2080,8.0,EVGA GeForce RTX 2080 Super Black 8GB GDDR6 Graphics Card (08G-P4-3081-RX),Pre-Owned · EVGA · NVIDIA GeForce RTX 2080 · 8 GB,https://www.ebay.com/itm/175742167945?epid=15046008920&hash=item28eb0cab89%3Ag%3AKysAAOSwSQxkbWlE&amdata=enc%3AAQAIAAAA4GdW2C1ge%2FSYpc6OCP%2BIai7Fh4k45qMWSDQk2Sfwk0ipbuf32H%2Ble0R2pY%2BGkGaypBhUt%2FgCqg4yIDv5weDqWAMREffSiU%2Bp8vYfV2tau3AUHJCgFW59XwInKNYvhj9zdoPy0%2FbBpO%2Foa%2BOVr5B5UGiY04hArGzJ%2FxEL2rUwORO%2Bpo91aBvcAvUtKSfNwOI8lTim5fVzxsp9AM%2F10sw842vd26oa7%2BwOyFOEFDup8nzOrORns5elyDrpebw3JR4mdtCMTrPoMa7j91Q0XLC1RLS0GRm5RfeO4JrbJtgVnXs6%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce RTX 3070 Ti 8 GB,387.98,Pre-Owned,NVIDIA,NVIDIA GeForce RTX 3070 Ti,8.0,🌟 NVIDIA GeForce RTX 3070 Ti Founders Edition 8GB GDDR6X Graphics Card FE,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3070 Ti · 8 GB,https://www.ebay.com/itm/285292644793?epid=13047877872&hash=item426cc449b9%3Ag%3Av18AAOSwChVkZ16h&amdata=enc%3AAQAIAAAAwM5QHjXYFD%2BLmKBcxtvtOxyZsHi9QUoFqIHMwMh%2FffbcgZ2Fuz%2BGzqDwPYfegfemDoXMoxdMMnHghCnoqaZqXS399LBOP3xIWMWPNMhdHm3LmZmQ9MJ2IHGSOEMqSfqoKahnucIYTZZ7AL%2BgO%2BPOM%2BSllfxYuUTtQoCf1i%2BSsaKlGnAUdbilRV%2FPfJ7ifWRB34%2FArYshBOUtqwSRI4RDEM7L5yje2fanSPFYzMeQxD0V%2FjlS6oEIo1gr31C5%2F9cLpw%3D%3D%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
PNY NVIDIA GeForce RTX 3080 12 GB,549.99,Refurbished,PNY,NVIDIA GeForce RTX 3080,12.0,PNY GeForce RTX 3080 12GB Uprising Triple Fan LHR GDDR6 Video Graphics Card GPU,Refurbished · PNY · NVIDIA GeForce RTX 3080 · 12 GB,https://www.ebay.com/itm/125843131194?hash=item1d4cd5cb3a%3Ag%3AoM4AAOSwpd9kHhcg&amdata=enc%3AAQAIAAAAwJJvjHjNvQ%2FpNel2T%2F6%2Fw6UBa2QtVgBBhlA9mKx8RM8dWtpZBsCB4FygWfWQALvpygy0N5McEPSIGEszD6Y2Hk8XnKNjS%2Bc5vl%2FgCmjjURbM9OquAQKBytG6z%2BioolNln7jeOm%2FJRFx2uYYv5cRdQbmE042H2A%2Fdv0fy2aCGcrKwGscj5A5wwpqTTwf%2BvVuTL2YJLupD05cxcoQHDHAAfDKrAttDybInb6S0t3%2FIHCNjzmiXPpVmi0tzmlHKSEh5aw%3D%3D%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,247.5,Pre-Owned,ASUS,NVIDIA GeForce RTX 3060 Ti,8.0,ASUS KO GeForce RTX 3060 Ti OC 8GB GDDR6 Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/404305414959?epid=7043335354&hash=item5e227b0b2f%3Ag%3A4W8AAOSwuEdkPatM&amdata=enc%3AAQAIAAAA4CGckk8spfrAIZcjuyWU3XCcmtTr1DgePNEgXWRBNNE6lC6UX6bAmkDp9iD282wT6Aqv9NhvBmjh8CHygtej1xtT9Ndgsc0GVpgFViLXd6XE%2BrXvoHMjM83Q20rL2J9u4XHWaZICm1WPMdRwalpPVnF%2Fj5%2BEZsgyOhMvCUN9fXHjydV75D44%2BIznEt0w1MHi0gFA3wU%2FoYK1ueO60wJ9Mt46PqTeS90XBbmIaAiWiKk5%2FSdtzGKsr8TWU9ElLUzYAto%2BmLfWpeVrdlQKI%2BYlfNtanGYycd3m9iT%2F7anagdzb%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce GTX 1660 6 GB,114.99,Pre-Owned,ASUS,NVIDIA GeForce GTX 1660,6.0,ASUS Phoenix NVIDIA GeForce GTX 1660 SUPER OC 6GB GDDR6 Graphics Card...,Pre-Owned · ASUS · NVIDIA GeForce GTX 1660 · 6 GB,https://www.ebay.com/itm/394614887953?epid=24035060681&hash=item5be0e15611%3Ag%3ALJIAAOSwckRkWaVW&amdata=enc%3AAQAIAAAAwHN0kEnqw5Jqws8DqzV7R%2BTt67cNUjcYmwd4ewGu7dOsOq0rZ38rY60LT%2BoIq91ili7zkBBtbqEGmCknsUTj1N32kIi8o9JGhwKm1miXJ2sP3UhZSalOHr99qagu5NMu8sg3%2B9lTR0ct1Ci4HFY%2BW%2BF573ejh8c%2F7yAbFYx7S4oEnI08m7fCfBe7d0sgftmCkOSX9Abqatc%2FFZuRWEhF9USXEMyj%2BcDxu90rR7TuHk93OlM4uOorlkbyrDdp5V4T5Q%3D%3D%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce RTX 3070 8 GB,549.99,Brand New,GIGABYTE,NVIDIA GeForce RTX 3070,8.0,"GIGABYTE NVIDIA GEFORCE RTX 3070 VISION OC 8GB GDDR6 GRAPHICS CARD, WHITE - NEW",Brand New · GIGABYTE · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/266262024252?epid=15049013786&hash=item3dfe74103c%3Ag%3AbV8AAOSwWCJkZYNk&amdata=enc%3AAQAIAAAAwPD4D0CLwjhhHj6ZszsAH6gxPSg0yydJ6Dj%2B7YFiy48UyJA0UJmGI%2B%2FONUdoZ%2FLiQieQDuK%2FSiAAh1pGk6AwqSBqZBarJwvv%2B7Ge2WU8M4b8sBvS4v5mDZYV0DdCxfOUC216rKt6pb4NuuLCWPPqOGA2a450vunZfXIYsKiK%2FTejl1lCD7GNsASivq2FbTdOJQg3HPN%2BLKOAvP2ct0ROByJFY9bVL6BZzzTx8G43OXZqlry%2Bh3W7DFsWSzvsJ8T0rQ%3D%3D%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 3070 8 GB,609.95,Pre-Owned,MSI,NVIDIA GeForce RTX 3070,8.0,MSi Geforce RTX 3070 Ventus 3X PLUS 8G OC LHR GDDR6 Graphics Card GPU,Pre-Owned · MSI · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/125879104807?epid=6055530717&hash=item1d4efab527%3Ag%3AIDMAAOSwOc5kNse2&amdata=enc%3AAQAIAAAA4K2id8hDCIaEVqf4m6tro34xtthraj93T3QZ2udcYGH1slYefbWLvNYSU%2FkSyMeRi1D8l%2B86%2FMFlkLlVY59zVBeoH7QRKswBi5xGhvthTZJGG%2B7i%2BCuqy%2BBRAJ6xM3a3qWQTlwXXrA8ERi4D5LYWEtxjd182prVFAW1kKsLT3d2%2B9V7wDVNbp60j2zsco2WiKlr27srE3qL9EuwaE55LTm%2B3ozzTl3B7VPd8ejAWRWE67PrPP1IkUsfrEeD2Ts55EzUWiFZOmR0oxpACb3U7UE%2BhYktNekwt54%2BbxXoFqtRk%7Ctkp%3ABk9SR9Tl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
XFX AMD Radeon RX 5700 XT 8 GB,150.0,Pre-Owned,XFX,AMD Radeon RX 5700 XT,8.0,XFX Thicc III Ultra AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card GPU,Pre-Owned · XFX · AMD Radeon RX 5700 XT · 8GB,https://www.ebay.com/itm/145113587959?epid=10035188556&hash=item21c971a0f7%3Ag%3A8okAAOSwgaZkd-ip&amdata=enc%3AAQAIAAAA4Hx0zKr6eRbMKY9cIFob1Lv20mhZdo0msZ08EOVPZVEskhz1flVOjhzSGdlt1XSyufOhRZ6JKhKrsa4tgHiJu%2BvFOviIOMeWdZe2BYm0DqQJ7IhS9tdw3%2BFdtYZtEATrr5QiGrSlWKw59X0aTmsWKvrmWFWQsh4dnuAf3S4wYzeVbrynVH5GUXzDhbdKQGfo3R6Mn63lU%2BTD6zvg8MQmwkr5GCKc0QtCjHmZnCnOqu3Z5Ak5X65%2F3Wn3YmI%2BDFzGA9cFtPKZapo56IBG9nYkocCqdf9ahDs0T5%2FX5ha1PHEk%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce GTX 1080 Ti 11 GB,210.0,Pre-Owned,EVGA,NVIDIA GeForce GTX 1080 Ti,11.0,EVGA GeForce GTX 1080 Ti 11GB GDDR5X Graphics Card (11G-P4-6598-KR),Pre-Owned · EVGA · NVIDIA GeForce GTX 1080 Ti · 11 GB,https://www.ebay.com/itm/115819720003?epid=20026516299&hash=item1af764ad43%3Ag%3AM8kAAOSwxQhkdoe%7E&amdata=enc%3AAQAIAAAA4C9eIauTTYH7MREDvF8xbukoV7XS7EpDTwjb%2FAoogHHe8%2FyuW%2F45V0EU2sSdBCLDKGC3iu7IUiVqfr097D47qxgUPOaZcREkTiMbLYZy2zsAIwIr26Puyas1QLjEslNI1gSlGlO%2BiXqQyOA4a3TZhUli%2Flui8%2F7xl6ZlFtfb1qZ3O5jPauK9prF8Dv0Sstjq25FTBUCKRbhUj4Ig%2BdAF4bXfE9DZ74oxo1G0zDbyXscJdTFW2RVcl3j3NtcjxrRUZXaLnVrrY6gp6UpF2TTJrTM6SDH5Y8i0XJQiDFinjuH5%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3060 12 GB,240.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 3060,12.0,MINT EVGA GeForce RTX 3060 XC GAMING 12GB GDDR6 Graphics Card,Pre-Owned · EVGA · NVIDIA GeForce RTX 3060 · 12 GB,https://www.ebay.com/itm/125957946704?epid=2315640392&hash=item1d53adbd50%3Ag%3AJx8AAOSw4rhkc2%7E6&amdata=enc%3AAQAIAAAA4EjPZhqC%2F4JQ54PtFhR6r7pjyzCk3uT1IQouHGY7gD8s5zuEqe4uQN9cd9TjYmH3l%2BOq%2BvHrkF%2FuaJ0tlakg8pwQ4n3TrXHJsvnwa%2Fr6KQVFP0erELgt%2Bf0uNWH4ffmvt4bSuKp3dmX71VgY%2BLdhilT4fOmUcF727oMoNcKFQGddNrs0Bkyo8J%2BsBr0AE6nXohOvIKkHqeaURX0p1%2Bgdpz2wjt1o3mIBum6a3SA5uvfuuX8gI%2BcoZ2NAgI0RPJovIVMJvKBuiV9XT9mBgWf7Ew6X2K7vLP2vAJxjfcqsGfQi%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3080 10 GB,425.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 3080,10.0,EVGA GeForce RTX 3080 FTW3 ULTRA GAMING 10GB GDDR6X Graphics Card (Number 2),Pre-Owned · EVGA · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/275877286708?epid=28049305346&hash=item403b915334%3Ag%3ARe4AAOSwMQ9kdQ09&amdata=enc%3AAQAIAAAAwAtUAzzWb6Mw1oN7wmXhWH8CEiHoKs%2BtA5VVei4XucPFk9NjE%2BhSiUD41dQforASv4TGsN%2BERf1xtP2D1SY8dq%2BNHrdkEs0iYukiEtUoDXbYsdOOEth56AOsba96zPFCOpvANUt0E2AJ9wcRPIW%2FWk3KdlH33NsayXJh%2Bq7zDuL9%2B1KcCU37sOEMCgcO6ECI7szgITNs8Y8ypkwQgRUtmftB2wdvC9dUeBeEQZwMudznaYSOwITIJRKvM2hZangYfA%3D%3D%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
XFX AMD Radeon RX 560 4 GB,59.99,Pre-Owned,XFX,AMD Radeon RX 560,4.0,XFX AMD Radeon RX 560 4GB GDDR5 Graphics Card (RX-560D4S VB.0),Pre-Owned · XFX · AMD Radeon RX 560 · 4 GB,https://www.ebay.com/itm/166136788846?hash=item26ae86376e%3Ag%3AFOEAAOSwE7Bkdlpr&amdata=enc%3AAQAIAAAA4Mjk%2FGTMtt8mAW2XYKMYJ1lnck%2BWyvYdew6D5Y%2B8LNRxOzbcyxg8vqQruElMe9ECLO%2FGhuH%2Fzk%2BrY5fu6BKbW1G%2FZwqtRe9H6rVwbdw5GlmECe4GkNRYpdZyBK7dKdKz1Io46irzfXdL44WKjw8fTydydR8OWxTJoWMTqGYBj6xBq%2FQqMkK%2BlFCIccLQMmkXoTtbF7Yb5V5pxHnu%2FZs5XKEqK%2BQ2hso50ANr0NuSVBjk48ku%2BPNGrP3BwJRZPIFXR3NSxxCxTlye1y1oSKIc3uOugxOUA%2FsdeOXCihAdRZLK%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 2060 6 GB,160.0,Pre-Owned,ASUS,NVIDIA GeForce RTX 2060,6.0,ASUS PH-RTX2060-6G 192bit GDDR6 Phoenix GeForce 2060 Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce RTX 2060 · 6GB,https://www.ebay.com/itm/404304142296?epid=28033703369&hash=item5e22679fd8%3Ag%3A1cgAAOSwttdkbmzS&amdata=enc%3AAQAIAAAA4IM%2Bsz4LW5N1BW7TqMnTksiE1N6y9qiarSCcZX0AwOhgEJmBM7sGPAMYC8sq0z%2FaBZv4OaqXJfubnnDJz9LjNR2zuocIHRU3vhtdb5cSN3i8VAeeeJviQnfktGdSu7ZDVRKqnL99FIAPcK9tDVV0KwxCySkdT6XiJTyYvq%2Fn0w68a2ffJC0D%2FA7xq8%2F0M5xzZwxj2%2BS68If2v1TjiUVgwrGxEJsDX1v0hV8xSaAgoQC3oqpmiA5L3%2F%2Fx9EMXHKcRbvZ0KWwRPwF%2FyWo%2BDr%2FoleNGSE8%2F6cGH8LQZwEzEhKAG%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3070 Ti 8 GB,310.0,Pre-Owned,ASUS,NVIDIA GeForce RTX 3070 Ti,8.0,ASUS ROG Strix GeForce RTX 3070 OC 8GB GDDR6X Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce RTX 3070 Ti · 8 GB,https://www.ebay.com/itm/225599219189?epid=13047876099&hash=item3486c2e5f5%3Ag%3AiW0AAOSwxAlkd6Kv&amdata=enc%3AAQAIAAAAwPFC5lw4JRMysk8kp9%2FOeQo4tsxKpmnpzFuXwW46BqborIIN6FZ%2FbFkEtfoHeUOuB3AXL7p1gHyikiOCX9DgckC8VkIT9Uy0Cukpnlh%2FViao6elDgeC6K2%2BUjCToV04RTkwWJXFEoIgWtadeJsnh%2F5gR%2FqiIMl7P42Dm7YaqL7J5i87LG%2Fd4MKgKxeagAQv27jYsquZdOMJwS%2Bu0ulYKBz6NS9SiXkzMBeb5tMudnXjYK53zacb%2FujRkdmkt645jtw%3D%3D%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 2080 8 GB,219.99,Pre-Owned,MSI,NVIDIA GeForce RTX 2080,8.0,MSI NVIDIA GeForce RTX 2080 VENTUS OC 8GB GDDR6 Graphics Card,Pre-Owned · MSI · NVIDIA GeForce RTX 2080 · 8 GB,https://www.ebay.com/itm/285305789132?hash=item426d8cdacc%3Ag%3AsVIAAOSwmPpkc-dc&amdata=enc%3AAQAIAAAA4CDMiK7bE%2FbXULEq9RO3r5p5BvZnBCuJfXO%2BFl95AJLPgo9s%2FQpaoQMjvSZHYuL6UNSqZpULjYpQ45i%2BrelONpvyNsWxYbeW5bKkmem7FLhLgvIO8c7ImeWWcaqx%2FCq5o8RZoLM%2BSoFXgLt3BDbe1pKW6bibyN91VmD1nEgwN087%2F1iHeN8KWBaBNGHbDcTin3wQEJ5kGikiS8D%2BjFN8%2B8JO7vcqTnZ5FOFBsfJtz4xw9hFN5Zj8RYcFDWwzKsqB9Smzi8TM1lxlNOQUblAm5ZHM0MubkZSuJ0xDPqrLtWkH%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3080 10 GB,450.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 3080,10.0,EVGA GeForce RTX 3080 FTW3 ULTRA GAMING 10GB GDDR6X Graphics Card 10G-P5-3897-KR,Pre-Owned · EVGA · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/125863693915?epid=28049305346&hash=item1d4e0f8e5b%3Ag%3AhKcAAOSw0GVjPxcz&amdata=enc%3AAQAIAAAA4NGDcOt%2B4z%2F7%2F8K46E4xA5exB2MJUIifgGzthjwIqZLrgWCKtXJO9agwEHFA%2BbkvE0lJAvFecRcrhOm5Yz879vLTnFWO45TW2DTmm7XhgRWpSwGYpDSJNHcqGPghUmVFHzg5GPiLBnHE8rcHbbnUNqLgHk4qJ%2BVko8Od0Oqci9CcBCglZqiobPPOsCIzdy3zSELCxbFbpew%2FtmHU%2B9tHMd7ZMEkXhUhrmp6cnd0LIV2jq7r%2FRr51%2BsY%2BRfhQidsWEu1ySGkIQXM2ZQK4GP%2BrsuUS%2BGFitBf4K%2FDwIzNZ3r3G%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3080 10 GB,470.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 3080,10.0,EVGA GeForce RTX 3080 FTW3 ULTRA GAMING 10GB GDDR6X Graphics Card...,Pre-Owned · EVGA · NVIDIA GeForce RTX 3080 · 10 GB,https://www.ebay.com/itm/225324877259?epid=28049305346&hash=item347668c5cb%3Ag%3AMqwAAOSwefpjr3WT&amdata=enc%3AAQAIAAAAwG4Bm1x6GWwQG8h6DLHg4arsaWGw7aokbqKGEZi%2BbM8LYd09%2FjtpYDCO0UYUHHizcWYZxZFSCe4s4ErJk8wp8wAX5SfzfpwgktWUKYv%2BNmujXWI%2BaviSO1JtoVPf07Ue7uChDUDydBhh1d6g5MNMXhb5dFXdPoZRNftl%2B0A6SQ5pwG0dD5s31zQqlceIyTJBzl3Af6nZn4sPMJ6ZNBdQIamKvJ50bmuzcaxE%2B3xmzYvwUe7JtN8aLZUc7ObxCWm9fQ%3D%3D%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE NVIDIA GeForce RTX 3080 Ti 12 GB,611.87,Pre-Owned,GIGABYTE,NVIDIA GeForce RTX 3080 Ti,12.0,GIGABYTE GeForce RTX 3080 Ti EAGLE 12GB GDDR6X Graphics Card,Pre-Owned · GIGABYTE · NVIDIA GeForce RTX 3080 Ti · 12 GB,https://www.ebay.com/itm/134583850023?epid=12047394910&hash=item1f55d29427%3Ag%3A2vkAAOSwT5RkbcPf&amdata=enc%3AAQAIAAAA4Er9NDTXGRvzvL%2FEKflDZje7SdcvJWMGtj9n5sH0v5sVQDBKnStr1BX4AAnTFmlNQCEt5RVUebw1Dzr3Ln7pk%2Ff5SoS00ESlwrPO3sGvhbTjI8EOXYSE54Zt3GyYysEcGAr2%2BtjClc4dRN8iZ6PUfbofjBz5D1wSGUfhEkNy0MAbQ3JsgDvX%2Fw7UGoduFUjLE0Jq3GIPXksQosgQd9OMhu1p86NubacfcXFQGWeOgZkpTpooel76S6qsV%2BEfSpCaYmybo7Y%2BqyrHf7utkEIrh%2BBLgJX2nHLmX4wMtKw%2B%2BLs8%7Ctkp%3ABk9SR9bl842fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
